EUI,latitude,longitude,month,daytime_hour,temperature,humidity,solar_irradiation,pressure
BE7A00000000313C,45.17667,19.151683,7,19,29.4,35.4,27,100340.0
BE7A00000000313C,45.17667,19.151683,7,19,28.4,39.0,16,100330.0
BE7A00000000313C,45.17667,19.151683,7,19,27.5,40.3,7,100330.0
BE7A00000000313C,45.17667,19.151683,7,20,25.6,45.6,12,100300.0
BE7A00000000313C,45.17667,19.151683,7,20,25.1,47.3,7,100270.0
BE7A00000000313C,45.17667,19.151683,7,20,25.0,44.8,5,100250.0
BE7A00000000313C,45.17667,19.151683,7,20,24.3,45.9,0,100250.0
BE7A00000000313C,45.17667,19.151683,7,20,24.1,48.9,0,100260.0
BE7A00000000313C,45.17667,19.151683,7,21,23.7,51.2,0,100280.0
BE7A00000000313C,45.17667,19.151683,7,21,23.3,53.2,0,100290.0
BE7A00000000313C,45.17667,19.151683,7,21,23.1,53.8,0,100300.0
BE7A00000000313C,45.17667,19.151683,7,21,22.2,57.4,0,100290.0
BE7A00000000313C,45.17667,19.151683,7,21,21.7,58.6,0,100290.0
BE7A00000000313C,45.17667,19.151683,7,22,21.2,60.7,0,100290.0
BE7A00000000313C,45.17667,19.151683,7,22,20.5,63.8,0,100280.0
BE7A00000000313C,45.17667,19.151683,7,22,20.7,61.1,0,100280.0
BE7A00000000313C,45.17667,19.151683,7,22,20.6,61.5,0,100270.0
BE7A00000000313C,45.17667,19.151683,7,22,19.9,64.9,0,100270.0
BE7A00000000313C,45.17667,19.151683,7,22,20.0,62.7,0,100260.0
BE7A00000000313C,45.17667,19.151683,7,23,19.9,63.0,0,100260.0
BE7A00000000313C,45.17667,19.151683,7,23,19.8,63.3,0,100250.0
BE7A00000000313C,45.17667,19.151683,7,23,19.7,62.6,0,100250.0
BE7A00000000313C,45.17667,19.151683,7,23,19.6,63.2,0,100240.0
BE7A00000000313C,45.17667,19.151683,7,23,19.6,63.2,0,100240.0
BE7A00000000313C,45.17667,19.151683,7,23,19.5,64.6,0,100230.0
BE7A00000000313C,45.17667,19.151683,7,0,19.3,65.2,0,100230.0
BE7A00000000313C,45.17667,19.151683,7,0,19.3,65.3,0,100220.0
BE7A00000000313C,45.17667,19.151683,7,0,19.0,65.9,0,100220.0
BE7A00000000313C,45.17667,19.151683,7,0,19.1,65.3,0,100220.0
BE7A00000000313C,45.17667,19.151683,7,0,19.1,65.3,0,100210.0
BE7A00000000313C,45.17667,19.151683,7,0,18.6,67.2,0,100200.0
BE7A00000000313C,45.17667,19.151683,7,1,18.8,65.9,0,100210.0
BE7A00000000313C,45.17667,19.151683,7,1,18.2,68.3,0,100200.0
BE7A00000000313C,45.17667,19.151683,7,1,18.3,65.7,0,100190.0
BE7A00000000313C,45.17667,19.151683,7,1,17.8,67.6,0,100180.0
BE7A00000000313C,45.17667,19.151683,7,1,17.5,69.9,0,100190.0
BE7A00000000313C,45.17667,19.151683,7,2,17.4,69.8,0,100180.0
BE7A00000000313C,45.17667,19.151683,7,2,17.6,68.7,0,100170.0
BE7A00000000313C,45.17667,19.151683,7,2,17.3,70.0,0,100160.0
BE7A00000000313C,45.17667,19.151683,7,2,17.0,71.8,0,100150.0
BE7A00000000313C,45.17667,19.151683,7,2,17.1,71.3,0,100140.0
BE7A00000000313C,45.17667,19.151683,7,3,16.6,73.9,0,100120.0
BE7A00000000313C,45.17667,19.151683,7,3,16.5,74.3,0,100100.0
BE7A00000000313C,45.17667,19.151683,7,3,16.5,74.1,0,100090.0
BE7A00000000313C,45.17667,19.151683,7,3,16.4,74.4,0,100080.0
BE7A00000000313C,45.17667,19.151683,7,3,16.8,72.3,0,100080.0
BE7A00000000313C,45.17667,19.151683,7,4,16.6,73.5,0,100070.0
BE7A00000000313C,45.17667,19.151683,7,4,16.5,74.1,0,100070.0
BE7A00000000313C,45.17667,19.151683,7,4,16.1,76.2,0,100060.0
BE7A00000000313C,45.17667,19.151683,7,4,15.8,77.2,0,100070.0
BE7A00000000313C,45.17667,19.151683,7,4,15.7,77.3,0,100070.0
BE7A00000000313C,45.17667,19.151683,7,5,15.3,79.4,1,100080.0
BE7A00000000313C,45.17667,19.151683,7,5,15.2,79.7,4,100080.0
BE7A00000000313C,45.17667,19.151683,7,5,15.5,79.5,9,100070.0
BE7A00000000313C,45.17667,19.151683,7,5,16.1,77.3,18,100080.0
BE7A00000000313C,45.17667,19.151683,7,5,16.9,74.9,36,100070.0
BE7A00000000313C,45.17667,19.151683,7,5,17.1,74.9,55,100060.0
BE7A00000000313C,45.17667,19.151683,7,6,17.4,74.7,87,100060.0
BE7A00000000313C,45.17667,19.151683,7,6,18.0,72.7,110,100070.0
BE7A00000000313C,45.17667,19.151683,7,6,18.4,72.3,133,100080.0
BE7A00000000313C,45.17667,19.151683,7,6,18.9,71.4,157,100090.0
BE7A00000000313C,45.17667,19.151683,7,6,19.9,69.8,178,100080.0
BE7A00000000313C,45.17667,19.151683,7,7,20.6,68.4,154,100080.0
BE7A00000000313C,45.17667,19.151683,7,7,21.9,63.2,345,100140.0
BE7A00000000313C,45.17667,19.151683,7,7,22.7,60.6,379,100110.0
BE7A00000000313C,45.17667,19.151683,7,8,23.5,56.8,411,100100.0
BE7A00000000313C,45.17667,19.151683,7,8,25.1,52.2,471,100100.0
BE7A00000000313C,45.17667,19.151683,7,8,27.0,48.8,556,100120.0
BE7A00000000313C,45.17667,19.151683,7,9,27.8,46.4,610,100130.0
BE7A00000000313C,45.17667,19.151683,7,9,28.3,42.1,634,100130.0
BE7A00000000313C,45.17667,19.151683,7,9,28.1,42.0,604,100140.0
BE7A00000000313C,45.17667,19.151683,7,9,28.7,41.7,656,100150.0
BE7A00000000313C,45.17667,19.151683,7,10,28.9,41.1,680,100160.0
BE7A00000000313C,45.17667,19.151683,7,10,28.8,40.9,678,100170.0
BE7A00000000313C,45.17667,19.151683,7,10,29.5,39.1,728,100160.0
BE7A00000000313C,45.17667,19.151683,7,10,30.2,39.6,810,100170.0
BE7A00000000313C,45.17667,19.151683,7,11,31.1,38.0,866,100190.0
BE7A00000000313C,45.17667,19.151683,7,12,32.1,33.5,909,100180.0
BE7A00000000313C,45.17667,19.151683,7,12,32.5,32.6,921,100190.0
BE7A00000000313C,45.17667,19.151683,7,12,32.8,32.1,904,100190.0
BE7A00000000313C,45.17667,19.151683,7,12,32.7,31.0,919,100180.0
BE7A00000000313C,45.17667,19.151683,7,12,32.8,31.2,930,100180.0
BE7A00000000313C,45.17667,19.151683,7,13,32.7,32.2,599,100180.0
BE7A00000000313C,45.17667,19.151683,7,14,32.2,32.6,638,100200.0
BE7A00000000313C,45.17667,19.151683,7,15,31.3,31.4,524,100220.0
BE7A00000000313C,45.17667,19.151683,7,15,31.2,31.8,590,100220.0
BE7A00000000313C,45.17667,19.151683,7,15,31.0,30.5,384,100240.0
